#Time of request completion (in ms after experiment start), Session ID, Time taken to open connection with server (ms), Time taken to receive first byte of reply (ms), Time taken to receive last byte of reply (ms), number of concurrent sessions in the system, size of response (bytes) 
5534885.657,5003,115.0,183.5,26.9,348,10972
5535066.642,5004,94.0,129.9,20.6,348,10972
5535402.660,4940,-1.0,76.8,0.0,348,1909
5535262.662,4994,-1.0,304.0,0.0,348,789
5535592.671,4751,-1.0,221.8,0.0,348,2491
5535841.684,4944,-1.0,259.0,0.0,348,808
5536006.688,4812,-1.0,158.2,0.0,348,1909
5536024.693,4956,-1.0,188.6,18.0,348,13608
5536305.700,4660,-1.0,166.2,19.2,348,10866
5536287.715,3970,-1.0,299.0,0.0,348,1909
5536063.696,4962,-1.0,525.5,22.0,348,11914
5536266.701,4925,-1.0,396.5,0.0,348,785
5536298.712,4478,-1.0,359.2,9.4,347,13621
5536345.728,4937,-1.0,332.9,22.8,347,11141
5536802.723,4525,-1.0,159.0,9.2,346,13679
5537016.738,4411,-1.0,283.0,0.0,346,2638
5537217.756,4505,-1.0,119.4,0.0,346,1909
5537201.752,3776,-1.0,287.9,0.0,346,2650
5537504.763,5005,38.9,160.9,7.0,347,10972
5537522.767,3418,-1.0,297.5,0.0,347,789
5537645.776,4857,-1.0,344.9,0.0,346,785
5537824.777,4840,-1.0,207.2,19.6,346,13620
5537883.776,4864,-1.0,234.8,22.5,346,11914
5538259.794,4778,-1.0,155.7,7.7,346,13554
5538446.803,4875,-1.0,219.3,0.0,346,808
5538628.825,4566,-1.0,342.0,0.0,348,2523
5538629.813,4373,-1.0,353.0,0.0,348,2413
5538830.821,4601,-1.0,188.4,21.9,348,10866
5538714.820,5007,295.8,218.5,22.1,348,10972
5538731.831,4856,-1.0,663.5,0.0,348,785
5538713.819,5006,340.8,352.0,6.9,348,10972
5539106.852,4961,-1.0,183.4,164.2,348,10866
5539200.849,3898,-1.0,475.3,0.0,348,2500
5539122.841,4993,-1.0,477.1,101.5,348,13739
5539419.865,4887,-1.0,392.1,14.8,348,11914
5539762.863,4992,-1.0,112.4,0.0,348,1909
5539902.872,4827,-1.0,107.3,0.0,348,1909
5539702.868,3331,-1.0,467.7,21.2,348,13558
5539722.862,4602,-1.0,619.6,0.0,348,785
5540154.880,4801,-1.0,215.9,0.0,348,1909
5539412.528,5008,278.4,620.4,60.5,348,10972
5539822.877,4971,-1.0,573.3,0.0,348,2563
5539491.864,3487,-1.0,906.7,0.0,348,2645
5540272.906,4427,-1.0,182.6,0.0,348,1909
5540528.901,4700,-1.0,250.4,148.1,349,13621
5540551.905,4989,-1.0,428.8,0.0,349,1909
5540547.904,4898,-1.0,495.3,0.0,349,2390
5540769.930,4930,-1.0,334.9,16.3,349,10866
5540673.918,4157,-1.0,471.0,0.0,349,785
5540547.904,4794,-1.0,599.1,24.4,349,13699
5540745.924,5009,134.9,293.5,6.8,349,10972
5541184.943,5010,46.2,213.6,38.2,350,10972
5541017.939,4620,-1.0,527.7,0.0,350,2560
5541330.945,4870,-1.0,217.8,0.0,350,1909
5541234.933,4947,-1.0,370.5,6.8,350,11914
5541276.937,986,-1.0,372.8,21.7,350,13705
5541451.966,3401,-1.0,249.4,7.7,350,13713
5541781.961,4345,-1.0,99.0,20.1,350,10866
5541964.968,4943,-1.0,56.7,0.0,350,1416
5542171.979,4902,-1.0,72.3,0.0,350,1909
5542232.995,3914,-1.0,200.0,18.6,350,10866
5542248.978,1684,-1.0,181.4,21.3,350,11141
5542354.004,4617,-1.0,282.4,9.3,351,13739
5542649.014,4964,-1.0,247.9,0.0,351,1513
5542446.988,4884,-1.0,495.9,0.0,350,2623
5542373.986,4976,-1.0,617.0,0.0,350,785
5542599.005,2552,-1.0,378.3,24.0,350,13771
5542634.999,5011,55.9,406.3,24.2,350,10972
5543003.023,4929,-1.0,149.7,0.0,350,1909
5542748.021,4896,-1.0,516.9,0.0,350,2435
5543433.034,4995,-1.0,121.3,0.0,350,1909
5543602.063,3171,-1.0,142.2,0.0,350,1909
5543558.056,4935,-1.0,336.1,17.4,350,13769
5543822.055,4998,-1.0,375.1,24.0,350,11914
5543941.075,4796,-1.0,291.9,8.9,350,13781
5543629.050,4959,-1.0,648.5,0.0,350,2337
5544196.094,3221,-1.0,231.4,0.0,349,1909
5544318.076,4975,-1.0,215.9,0.0,349,1909
5543057.039,4322,-1.0,1683.4,6.3,349,9071
5542926.031,4039,-1.0,1829.8,25.2,349,9369
5544304.090,4830,-1.0,481.2,26.7,349,13798
5544423.091,4987,-1.0,469.3,19.0,349,11914
5544282.091,3925,-1.0,645.0,0.0,349,785
5544463.100,4984,-1.0,711.2,0.0,349,2503
5544294.095,2007,-1.0,884.6,0.0,349,789
5545004.107,4355,-1.0,261.1,26.1,349,13643
5545192.123,5001,-1.0,115.1,0.0,349,1416
5545023.114,4951,-1.0,324.4,23.9,349,13739
5544960.108,4888,-1.0,402.6,18.5,349,11914
5545440.128,4591,-1.0,221.4,0.0,349,804
5545706.147,4680,-1.0,183.5,8.9,349,11914
5545843.160,4839,-1.0,83.6,0.0,348,1909
5545946.152,4307,-1.0,229.0,0.0,348,2490
5546355.180,4939,-1.0,82.3,0.0,348,1909
5546298.173,4684,-1.0,369.9,0.0,348,2998
5547008.206,4882,-1.0,162.1,0.0,348,1909
5547009.204,4661,-1.0,173.7,0.0,348,1909
5546980.209,1884,-1.0,270.3,21.3,348,13544
5546913.199,4999,-1.0,435.5,22.4,348,11914
5546394.181,4434,-1.0,1105.3,21.7,348,9436
5547071.213,3876,-1.0,454.0,0.0,348,804
5547395.233,3467,-1.0,374.5,0.0,350,2998
5547572.236,4378,-1.0,320.6,0.0,350,2320
5547702.377,5013,29.7,173.5,25.8,350,10972
5547701.257,5012,89.7,192.8,17.3,350,10972
5548140.254,4532,-1.0,100.9,0.0,350,1909
5548149.271,2517,-1.0,135.9,0.0,350,1513
5548196.265,4581,-1.0,242.8,22.4,351,13739
5548312.283,5014,19.2,146.0,23.7,351,10972
5548480.280,4940,-1.0,178.8,7.6,351,13626
5548733.299,4983,-1.0,110.9,0.0,350,1909
5548760.296,3734,-1.0,144.8,0.0,350,1513
5548491.270,4498,-1.0,459.4,0.0,350,2437
5548667.337,4208,-1.0,446.0,0.0,351,2558
5549018.317,4798,-1.0,130.3,0.0,351,1909
5548906.302,4738,-1.0,266.6,19.1,350,13739
5549078.302,5015,72.3,179.0,16.3,350,10972
5549193.320,4613,-1.0,142.5,23.2,350,10866
5549285.323,3635,-1.0,283.6,0.0,350,2447
5549412.325,4932,-1.0,262.1,0.0,350,2363
5549815.333,4751,-1.0,155.7,0.0,350,1909
5549848.350,4113,-1.0,237.9,109.2,350,13680
5549803.337,4981,-1.0,450.5,0.0,349,2545
5549902.338,4923,-1.0,375.3,23.7,349,13739
5550073.366,4473,-1.0,292.9,8.5,349,13720
5549972.362,4525,-1.0,608.0,0.0,349,2397
5550184.356,5000,-1.0,453.6,23.2,350,11914
5550171.357,4806,-1.0,1499.0,248.4,350,10866
5550439.389,4632,-1.0,1263.9,224.5,350,13682
5550669.386,4967,-1.0,993.6,361.7,350,13470
5550459.368,4915,-1.0,1571.1,0.0,350,785
5550394.359,4908,-1.0,1645.4,0.0,350,804
5550585.381,5016,35.3,1227.0,200.5,350,10972
5550449.364,4934,-1.0,1608.3,0.0,350,789
5550939.401,4890,-1.0,1216.3,0.0,349,1909
5550971.385,3402,-1.0,1197.0,0.0,349,1909
5550672.374,4823,-1.0,1802.8,0.0,351,1909
5551004.411,4251,-1.0,1830.6,0.0,351,1416
5550877.384,4468,-1.0,1326.4,677.2,351,13431
5550989.397,4735,-1.0,1940.2,0.0,351,2264
5550101.349,4944,-1.0,2805.7,82.4,351,9060
5551009.421,3766,-1.0,1985.5,0.0,351,2446
5551653.456,4342,-1.0,1729.8,0.0,351,1909
5551047.412,4752,-1.0,2349.0,0.0,351,2594
5551166.408,4812,-1.0,2100.4,164.6,350,13682
5551724.458,4963,-1.0,1711.1,0.0,349,1416
5551376.440,4279,-1.0,1917.4,253.2,350,13742
5551772.424,4913,-1.0,1793.2,0.0,349,1909
5551566.446,2790,-1.0,1798.1,301.3,350,13558
5551322.416,4985,-1.0,2038.7,311.4,350,11914
5551828.469,4309,-1.0,1546.4,308.6,350,10866
5551702.452,4993,-1.0,2062.0,0.0,350,2401
5551422.438,5002,-1.0,2383.4,0.0,350,785
5551762.467,4313,-1.0,2216.3,0.0,350,1513
5552156.474,4725,-1.0,1761.7,129.7,350,10866
5552049.440,4918,-1.0,1911.7,200.5,350,11914
5552173.444,5017,57.4,1777.0,326.9,350,10972
5552235.464,5018,45.3,1856.4,290.5,350,10972
5552897.504,4259,-1.0,1535.1,0.0,350,1909
5552707.471,2954,-1.0,1632.8,146.4,350,11914
5552662.484,4416,-1.0,1893.6,0.0,350,785
5552994.499,4883,-1.0,1586.7,0.0,350,1909
5553114.512,4068,-1.0,1475.0,0.0,350,1909
5552928.510,4700,-1.0,1668.7,0.0,350,2538
5553397.635,4971,-1.0,1274.4,0.0,350,1909
5553212.518,5003,-1.0,1412.6,111.1,350,13739
5553514.521,4753,-1.0,1106.7,130.0,350,10866
5553476.504,5019,44.5,1245.6,235.5,351,10972
5553618.538,5020,52.2,1217.6,116.4,351,10972
5553588.545,3970,-1.0,1410.4,27.2,351,13771
5553599.537,3559,-1.0,1416.8,28.0,351,13699
5553876.545,4992,-1.0,1157.4,50.4,351,13682
5553996.544,4135,-1.0,1055.2,79.0,350,13600
5554414.572,5006,-1.0,646.5,71.4,350,11914
5554242.560,4467,-1.0,817.0,230.3,350,13781
5554372.583,5008,-1.0,987.4,0.0,350,785
5554772.862,3182,-1.0,645.2,0.0,350,2665
5555142.586,4864,-1.0,399.9,0.0,350,1909
5554902.574,5021,68.1,561.9,18.6,350,10972
5554991.573,4857,-1.0,572.6,0.0,350,785
5555236.600,4308,-1.0,330.3,0.0,350,1909
5555084.987,3947,-1.0,578.2,18.3,350,13680
5555438.600,4310,-1.0,470.6,0.0,352,2338
5555492.616,4660,-1.0,472.2,0.0,352,789
5555716.612,5022,34.1,256.8,27.2,351,10972
5555983.620,4373,-1.0,177.6,0.0,351,1909
5555912.625,4935,-1.0,680.9,0.0,352,2506
5555827.632,5023,173.0,609.7,28.8,352,10972
5556242.651,4796,-1.0,369.1,32.9,352,10866
5556172.650,4794,-1.0,475.1,0.0,352,2325
5555854.626,3603,-1.0,795.0,0.0,352,2435
5556310.639,5024,50.0,307.4,49.0,352,10972
5556455.643,4961,-1.0,412.5,23.3,352,11914
5556754.663,4674,-1.0,133.9,22.6,352,11064
5556927.664,3925,-1.0,107.5,6.4,352,11082
5557044.674,4898,-1.0,67.1,0.0,352,1909
5557252.687,5007,-1.0,172.5,6.7,352,11914
5557570.701,4324,-1.0,94.1,0.0,352,1513
5557677.701,3898,-1.0,78.6,0.0,352,1909
5557827.713,4887,-1.0,71.6,0.0,352,1909
5557912.710,4987,-1.0,138.0,0.0,352,1909
5557943.715,4884,-1.0,129.0,0.0,352,1909
5557981.713,4989,-1.0,234.0,25.7,352,13609
5558320.729,4829,-1.0,117.2,0.0,353,1909
5558172.741,5025,38.0,314.4,6.8,353,10972
5558375.747,5026,45.0,175.7,6.5,353,10972
5558132.729,4996,-1.0,505.4,0.0,353,789
5557667.704,4875,-1.0,1099.3,5.2,353,9026
5559042.771,4601,-1.0,87.6,0.0,353,1909
5558960.761,4670,-1.0,206.3,24.1,353,11914
5559206.775,4274,-1.0,97.5,0.0,353,1909
5559179.790,2007,-1.0,133.8,0.0,353,812
5559246.779,4072,-1.0,96.8,0.0,353,1909
5559549.789,4870,-1.0,127.9,7.3,353,9287
5559646.801,4617,-1.0,273.0,0.0,353,2681
5559901.810,4550,-1.0,129.6,19.6,353,10866
5559754.816,4895,-1.0,390.9,0.0,353,785
5560285.824,2517,-1.0,239.8,0.0,352,2380
5560501.834,5014,-1.0,121.2,0.0,352,1909
5560531.840,4676,-1.0,151.8,20.5,352,10866
5560456.837,4906,-1.0,333.9,0.0,352,2487
5560712.851,5005,-1.0,217.9,20.5,353,13739
5560860.856,5027,29.8,136.5,23.9,353,10972
5561399.879,3487,-1.0,220.8,0.0,353,785
5561884.899,3778,-1.0,157.2,19.1,353,13713
5562208.919,3237,-1.0,102.7,19.5,354,10866
5562312.928,5004,-1.0,93.2,0.0,354,1909
5562284.917,5028,35.7,144.4,16.3,354,10972
5562438.930,4939,-1.0,350.3,52.2,354,13534
5562546.940,4620,-1.0,441.8,0.0,354,785
5562571.930,4719,-1.0,478.8,0.0,354,789
5562612.939,4962,-1.0,463.0,0.0,353,2667
5562781.963,4039,-1.0,475.4,0.0,352,785
5562936.950,4968,-1.0,381.9,0.0,351,1513
5562972.957,4566,-1.0,545.2,0.0,351,1909
5562974.963,4979,-1.0,520.5,28.4,351,11914
5563052.963,2669,-1.0,463.6,25.1,351,11082
5563052.963,4840,-1.0,522.2,0.0,351,2385
5563569.986,3635,-1.0,95.7,0.0,352,1909
5563355.975,4954,-1.0,368.1,0.0,352,808
5563763.992,5030,46.7,248.2,22.4,353,10972
5563819.999,3475,-1.0,412.9,0.0,353,1909
5563610.991,4461,-1.0,629.9,0.0,353,2677
5564031.008,4333,-1.0,216.6,0.0,353,1909
5564114.025,4208,-1.0,200.3,0.0,353,1909
5563619.985,5029,100.7,625.3,25.4,353,10972
5563894.012,4378,-1.0,523.5,0.0,353,1909
5563812.996,4830,-1.0,636.4,0.0,353,2375
5564388.025,3318,-1.0,246.1,0.0,353,1513
5563912.005,4315,-1.0,724.5,0.0,353,2623
5563668.979,4478,-1.0,971.5,0.0,353,2318
5564429.019,3221,-1.0,271.5,20.6,353,11141
5564453.019,3914,-1.0,305.6,23.0,353,13739
5564661.034,4831,-1.0,449.2,0.0,353,2596
5564931.057,4735,-1.0,380.8,0.0,353,1909
5565255.075,4981,-1.0,101.0,0.0,353,1909
5564929.062,4632,-1.0,654.3,0.0,353,2380
5564920.054,4806,-1.0,849.9,0.0,354,785
5565169.074,3402,-1.0,458.9,181.5,354,13634
5564903.046,4345,-1.0,895.8,22.5,354,13739
5565051.062,4564,-1.0,891.9,0.0,354,785
5565434.069,4756,-1.0,545.4,0.0,353,1909
5565491.071,3776,-1.0,494.7,0.0,352,1909
5565352.061,4877,-1.0,610.7,39.9,352,13634
5565582.070,4525,-1.0,429.2,0.0,352,1909
5565636.098,5031,24.6,360.7,19.9,352,10972
5565662.079,5000,-1.0,392.3,0.0,352,1909
5565500.083,4901,-1.0,542.9,19.0,352,13801
5565669.098,4774,-1.0,446.4,15.6,351,9287
5566163.105,4918,-1.0,81.1,0.0,351,1909
5565850.100,4933,-1.0,474.0,0.0,351,808
5566807.131,5002,-1.0,121.0,23.1,352,10866
5566858.145,5032,25.9,149.0,18.2,352,10972
5567133.148,5006,-1.0,89.0,0.0,352,1909
5566906.138,3734,-1.0,324.7,0.0,352,2335
5567177.157,4307,-1.0,129.2,24.7,352,10866
5567273.147,1884,-1.0,260.4,0.0,352,2423
5567434.169,4259,-1.0,143.4,0.0,352,1513
5567604.170,4982,-1.0,86.4,0.0,352,1909
5567376.155,4473,-1.0,327.3,0.0,352,2480
5567759.178,5033,31.5,147.3,23.3,353,10972
5567737.177,5003,-1.0,257.3,0.0,353,2334
5567997.184,5034,23.4,112.9,17.6,354,10972
5568336.204,5017,-1.0,325.9,0.0,354,785
5568568.222,4994,-1.0,145.1,6.3,354,10866
5568476.218,4823,-1.0,284.9,9.6,354,13721
5568457.217,4427,-1.0,312.7,21.9,354,13558
5568669.212,4684,-1.0,127.2,0.0,354,1909
5568765.217,4993,-1.0,269.8,0.0,354,2351
5568969.231,4977,-1.0,82.8,0.0,354,1909
5569419.248,3182,-1.0,109.7,0.0,354,2193
5569558.255,4646,-1.0,224.9,19.9,355,13538
5569682.269,3947,-1.0,307.9,20.9,355,10866
5569771.264,3467,-1.0,356.4,0.0,355,1909
5569684.275,4309,-1.0,591.0,0.0,356,785
5569631.271,5035,19.3,954.2,58.5,356,10972
5569186.244,4914,-1.0,1611.0,209.2,356,8998
5569667.279,2790,-1.0,1460.2,0.0,355,2385
5569876.277,3359,-1.0,1254.4,0.0,355,785
5569912.279,4674,-1.0,1223.5,0.0,355,785
5570023.303,4943,-1.0,1469.1,0.0,355,1083
5570209.308,4820,-1.0,1153.9,153.7,355,13739
5570223.301,4998,-1.0,1309.3,0.0,355,1909
5570302.309,4411,-1.0,1368.3,0.0,355,1909
5570594.313,4935,-1.0,1189.6,0.0,355,1909
5570181.301,5036,79.5,1394.2,197.7,355,10972
5570291.313,4467,-1.0,1609.1,0.0,355,2519
5570676.307,4932,-1.0,1407.1,0.0,355,1909
5570639.316,4996,-1.0,1192.6,301.8,355,10866
5570429.305,5018,-1.0,1436.5,282.4,355,11914
5570666.322,4324,-1.0,1896.2,0.0,356,2701
5570900.329,4887,-1.0,1622.6,215.7,356,13455
5570752.337,4753,-1.0,1780.9,228.8,355,11914
5571051.329,4987,-1.0,1536.2,253.1,355,13544
5571119.335,4878,-1.0,1591.5,157.2,355,13739
5571361.360,5008,-1.0,1437.8,158.8,356,10866
5571433.345,5007,-1.0,1654.9,0.0,356,1909
5571157.365,4890,-1.0,1946.0,0.0,355,785
5571674.356,4985,-1.0,1488.0,0.0,354,1909
5571471.361,4978,-1.0,1562.9,191.4,354,13739
5571535.383,4975,-1.0,1513.4,269.9,354,13771
5571590.379,4068,-1.0,1470.3,262.0,354,13534
5571892.379,4961,-1.0,1525.3,0.0,354,1909
5571855.391,4797,-1.0,1566.8,0.0,354,1909
5571634.381,4834,-1.0,1557.8,246.5,354,13643
5571773.360,4875,-1.0,1925.9,0.0,355,789
5571834.362,3943,-1.0,1796.6,70.7,354,13739
5572216.405,5037,54.4,1511.0,66.1,354,10972
5572360.444,4613,-1.0,1399.1,92.6,354,13739
5572910.479,4310,-1.0,962.9,0.0,354,1909
5572385.396,4970,-1.0,1515.6,0.0,354,793
5572921.429,4617,-1.0,981.3,0.0,353,1909
5572882.437,5038,58.6,937.2,33.4,353,10972
5573513.458,5039,46.2,444.2,17.4,353,10972
5572164.405,4326,-1.0,1993.6,6.7,353,9756
5573952.482,5005,-1.0,278.2,0.0,353,2424
5574332.482,3237,-1.0,181.6,27.1,354,11914
5574498.498,4066,-1.0,223.1,25.8,354,13781
5574519.512,5040,31.1,348.6,21.9,354,10972
5574567.496,4913,-1.0,370.7,7.9,354,13655
5574556.511,4995,-1.0,385.3,19.8,354,13705
5574565.511,4857,-1.0,422.2,0.0,353,804
5574791.504,4906,-1.0,207.1,0.0,352,1909
5575003.514,4931,-1.0,286.2,21.4,351,11914
5574893.503,4997,-1.0,460.9,17.4,351,11914
5575042.524,3925,-1.0,357.2,21.8,351,11914
5575052.521,5027,-1.0,426.6,22.0,351,11914
5575705.556,4676,-1.0,232.5,7.7,351,11914
5575836.548,4251,-1.0,416.8,0.0,351,1083
5576162.577,4373,-1.0,198.0,20.7,351,9287
5576402.593,5041,28.0,193.9,16.7,352,10972
5575527.536,3876,-1.0,1393.5,20.1,352,9353
5576372.575,4999,-1.0,579.3,0.0,352,2462
5576673.587,986,-1.0,279.1,18.8,352,11086
5576482.585,5028,-1.0,496.3,0.0,352,785
5576499.599,4380,-1.0,595.8,0.0,352,2338
5576519.588,4566,-1.0,556.8,25.3,352,13534
5577032.614,4915,-1.0,188.5,20.1,352,10866
5576989.604,4620,-1.0,306.2,0.0,352,804
5577576.635,4840,-1.0,141.5,0.0,352,1909
5577635.631,3318,-1.0,126.9,19.2,353,10866
5577552.628,5021,-1.0,237.9,20.9,353,11914
5577777.656,5042,33.5,162.3,7.2,353,10972
5578003.654,2552,-1.0,123.6,24.0,353,11062
5578006.654,5020,-1.0,263.8,0.0,353,785
5578241.664,4461,-1.0,76.4,0.0,353,1909
5578416.678,5043,24.0,146.0,25.1,354,10972
5578372.672,5029,-1.0,232.1,16.5,354,11914
5578718.690,5024,-1.0,88.9,0.0,354,1909
5578573.676,4808,-1.0,270.3,0.0,354,789
5579111.703,4831,-1.0,81.6,0.0,353,1909
5578658.681,3033,-1.0,1024.8,18.3,353,9019
5579584.741,4632,-1.0,146.2,0.0,353,1909
5579314.730,4952,-1.0,472.1,0.0,353,785
5579344.716,4072,-1.0,427.2,39.6,352,13858
5579242.707,4989,-1.0,600.7,0.0,352,785
5579722.757,3221,-1.0,374.9,0.0,352,2413
5579885.751,4850,-1.0,225.9,19.7,352,10866
5580184.766,4661,-1.0,203.7,8.4,353,13719
5580152.769,5045,64.3,198.8,25.6,353,10972
5580086.758,5044,54.0,368.6,22.0,353,10972
5580309.777,5001,-1.0,318.4,0.0,353,1083
5580132.752,4135,-1.0,751.1,0.0,353,2649
5580691.783,4982,-1.0,246.8,12.5,353,13639
5580624.771,5014,-1.0,406.2,0.0,353,785
5580962.791,5033,-1.0,347.9,9.3,353,11914
5581073.813,5046,57.0,422.6,6.7,353,10972
5581131.796,4601,-1.0,451.3,18.4,353,13721
5579314.730,2007,-1.0,2361.9,8.2,353,11197
5581026.797,4967,-1.0,996.0,0.0,353,785
5581027.791,3970,-1.0,1037.8,0.0,353,2615
5581263.817,4199,-1.0,882.5,0.0,354,820
5581242.811,4532,-1.0,913.8,0.0,354,785
5581407.810,5004,-1.0,753.5,0.0,354,785
5581035.812,4993,-1.0,1172.2,0.0,353,1909
5581932.843,5047,37.9,425.9,84.9,353,10972
5581827.837,4927,-1.0,687.7,0.0,353,785
5582003.861,5019,-1.0,619.9,17.5,352,11914
5582305.857,4274,-1.0,396.7,21.4,352,13593
5582223.858,5006,-1.0,498.5,29.0,352,13593
5582045.838,3559,-1.0,979.9,37.1,353,10866
5583176.911,4984,-1.0,140.9,0.0,353,1909
5581725.841,4954,-1.0,1599.5,5.5,353,9422
5582067.845,5048,52.9,1244.8,6.6,353,10972
5582995.908,5003,-1.0,420.4,25.2,353,10866
5582418.876,4378,-1.0,1054.3,18.3,353,13587
5583262.922,3594,-1.0,564.3,0.0,353,1909
5582034.843,4990,-1.0,1767.6,36.3,353,11914
5582954.906,4953,-1.0,864.5,24.8,353,13739
5583052.907,5032,-1.0,793.8,0.0,353,785
5583029.899,5049,120.8,680.0,20.7,353,10972
5582882.902,4468,-1.0,982.1,0.0,353,2611
5583543.918,4864,-1.0,462.7,0.0,353,789
5583582.931,4883,-1.0,502.7,0.0,352,1513
5583853.931,5036,-1.0,347.4,19.8,353,11914
5584014.930,4219,-1.0,238.3,0.0,353,1909
5583782.934,3914,-1.0,480.0,0.0,353,2285
5584194.954,5050,76.3,146.7,23.2,353,10972
5584233.958,3475,-1.0,209.6,18.0,353,13655
5584443.959,4568,-1.0,188.4,19.0,353,13593
5584533.955,5025,-1.0,258.9,18.3,353,11914
5584463.965,4581,-1.0,371.7,0.0,353,2457
5585042.983,5031,-1.0,67.9,0.0,353,1416
5585058.983,2290,-1.0,240.0,0.0,353,785
5585518.000,4820,-1.0,225.1,0.0,352,2563
5585904.025,4617,-1.0,101.2,7.2,352,10866
5585987.029,3776,-1.0,166.9,8.4,352,13682
5586149.037,5018,-1.0,73.2,0.0,352,1909
5586193.033,4670,-1.0,125.4,0.0,353,1909
5586280.050,5051,30.6,201.1,19.5,354,10972
5586357.046,4981,-1.0,208.3,26.1,354,13639
5586446.059,5052,24.6,178.3,22.3,354,10972
5586369.047,4647,-1.0,480.0,0.0,354,2284
5586569.060,4308,-1.0,304.0,18.3,354,13682
5586579.066,4259,-1.0,365.2,0.0,354,2325
5586947.068,4913,-1.0,116.5,17.5,354,11086
5587004.082,4877,-1.0,316.5,0.0,355,2606
5587144.076,4907,-1.0,296.6,20.7,355,13764
5587173.090,4882,-1.0,300.6,18.1,355,13587
5587217.082,5053,113.5,194.9,6.7,355,10972
5587133.076,4774,-1.0,816.7,0.0,355,785
5587527.096,2517,-1.0,470.9,0.0,355,1909
5587543.109,2669,-1.0,505.0,0.0,355,1416
5587227.107,4978,-1.0,826.2,0.0,355,2632
5587564.100,4324,-1.0,494.5,0.0,355,1909
5587534.111,4998,-1.0,426.6,106.0,355,11141
5587642.117,4478,-1.0,428.5,0.0,355,1909
5587650.104,4794,-1.0,432.8,0.0,355,1909
5587776.118,4874,-1.0,656.9,120.6,355,13652
5588022.120,5039,-1.0,550.2,0.0,355,1909
5587627.100,4401,-1.0,1078.6,0.0,355,785
5588012.146,3947,-1.0,584.9,122.4,354,11914
5588050.132,4725,-1.0,690.8,0.0,354,789
5588232.133,5005,-1.0,511.6,0.0,354,1909
5588008.146,4837,-1.0,737.6,0.0,354,785
5588489.165,2954,-1.0,258.8,0.0,354,1909
5588502.155,5027,-1.0,248.1,0.0,354,1909
5589013.171,4827,-1.0,161.5,8.0,354,13483
5589070.166,4504,-1.0,157.8,8.5,354,13695
5589587.194,5054,23.4,124.3,16.4,355,10972
5589672.205,4411,-1.0,163.8,8.1,355,13689
5589981.230,5042,-1.0,386.6,0.0,356,785
5589902.212,4467,-1.0,469.2,0.0,356,789
5590053.225,4977,-1.0,311.0,20.9,356,13441
5590166.220,4326,-1.0,360.0,0.0,356,785
5590384.254,4888,-1.0,155.7,0.0,356,1909
5590143.219,5055,101.2,375.2,21.6,356,10972
5590382.230,4373,-1.0,383.7,0.0,356,2605
5590247.235,4919,-1.0,565.9,0.0,356,2657
5590846.251,4983,-1.0,156.6,7.7,356,13720
5591423.289,5056,67.3,253.6,27.3,357,10972
5591422.285,3925,-1.0,452.8,0.0,357,1909
5591242.268,4915,-1.0,634.0,0.0,357,785
5591373.286,4801,-1.0,550.5,27.7,357,13679
5591598.307,4941,-1.0,428.8,0.0,357,2665
5591710.304,4849,-1.0,335.7,0.0,357,808
5591135.268,4996,-1.0,217.1,707.0,357,11914
5591320.281,4975,-1.0,773.7,0.0,357,2602
5591313.285,4735,-1.0,771.4,26.9,357,13538
5591732.311,4632,-1.0,519.4,19.6,357,13620
5591334.276,4916,-1.0,1135.8,0.0,357,804
5592234.325,4956,-1.0,223.9,23.0,357,10866
5591942.326,3876,-1.0,557.9,0.0,357,2998
5592254.324,4251,-1.0,296.4,0.0,357,1909
5592319.328,4461,-1.0,326.4,25.7,357,13769
5592615.331,4947,-1.0,126.8,0.0,356,1909
5592246.340,4918,-1.0,487.2,13.4,356,13679
5592303.329,4923,-1.0,458.0,0.0,356,2654
5592646.361,4796,-1.0,286.7,8.1,356,13739
5593099.239,3221,-1.0,92.0,0.0,357,1909
5592953.347,4999,-1.0,284.8,0.0,357,2492
5593094.368,5057,56.4,290.2,28.8,356,10972
5593163.368,4985,-1.0,284.2,23.7,356,13554
5593184.373,4816,-1.0,278.2,18.6,356,10866
5593333.386,4855,-1.0,365.6,0.0,356,785
5593532.388,5044,-1.0,201.0,6.6,356,11914
5593913.392,5038,-1.0,334.1,0.0,357,785
5594133.419,5058,57.3,214.0,10.3,358,10972
5594137.417,4674,-1.0,803.8,69.8,359,11064
5594067.399,4972,-1.0,974.6,0.0,359,2563
5594316.424,4208,-1.0,682.9,174.9,359,13695
5594277.416,5059,53.2,709.5,250.3,359,10972
5594419.432,4961,-1.0,661.7,401.7,360,13764
5594396.416,4991,-1.0,1343.6,0.0,360,785
5594410.488,4316,-1.0,1336.1,0.0,360,789
5594148.418,4157,-1.0,1668.4,0.0,360,816
5594629.432,5001,-1.0,1190.2,0.0,360,1909
5594622.440,5029,-1.0,1454.6,0.0,360,2496
5594480.441,5060,210.8,1290.2,100.4,360,10972
5594561.440,5046,-1.0,1297.4,224.8,360,13739
5594993.475,4976,-1.0,1148.2,29.9,360,10866
5594989.450,4438,-1.0,1131.8,90.0,360,10866
5594725.460,4274,-1.0,1691.0,0.0,360,793
5594972.470,986,-1.0,1517.6,445.0,360,13739
5595356.480,5061,53.6,1334.6,225.2,360,10972
5595763.485,4753,-1.0,1382.5,0.0,360,1909
